index,brand,model,Specification,Device,price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty
752,asus,Asus VivoBook 15 X515EA-EJ328WS,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,35083,53,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
753,acer,Acer Aspire 7 A715-76G UN.QMESI.004,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,54990,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
754,lenovo,Lenovo V15 G4 82YU00W6IN,AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS,Laptop,27990,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,dos,1
755,lenovo,Lenovo Thinkpad E14 20TA00J2IG,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro,Laptop,73900,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,3
756,lenovo,Lenovo V15 G3 IAP,12th Gen Core i3/ 8GB/ 512GB SSD/Win11,Laptop,34990,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
757,lenovo,Lenovo V14 G3 IAP,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,34990,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
758,lenovo,Lenovo V15 G3,12th Gen Core i5/ 8GB/ 512GB SSD/Win11,Laptop,46900,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
759,lenovo,Lenovo V15 G3 82C7007SGE,AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,29990,59,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
760,lenovo,Lenovo V14 G3 IAP,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,46490,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
761,dell,Dell Inspiron 5630,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,94900,71,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,16,2560,1600,windows,1
762,lenovo,Lenovo IdeaPad Slim 3 82H803B6IN,11th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,52101,66,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
763,hp,HP Victus 16-d0302TX,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,58499,71,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
764,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN,11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic,Laptop,74889,64,intel,core i7,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
765,dell,Dell Inspiron 3530,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,61990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
766,hp,HP 15s-ey1509AU,AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11,Laptop,28750,49,amd,other,2,2,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1366,768,windows,1
767,dell,Dell G16-7630 2023,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,157990,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
768,dell,Dell 2023 G16-7630,13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,166490,82,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
769,dell,Dell Inspiron 7430 IC7430FD64T001ORS1,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,99490,59,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
770,dell,Dell Inspiron 7430 IC7430VVR8C001ORS1,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,80020,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
771,hp,HP 14s-dr3003TU 832T7PA,Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home,Laptop,28206,50,intel,pentium,4,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,windows,1
772,dell,Dell Inspiron 15 3530,13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,42990,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
773,infinix,Infinix INBook X2 Slim Series XL23,11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home,Laptop,38990,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
774,dell,Dell Inspiron 5430 IN54304D6P9M01ORS1,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,88980,56,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
775,dell,Dell Inspiron 5430 IN54308TR2G001ORS1,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,71990,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
776,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,73990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
777,asus,Asus Vivobook Go 15 E510MA-EJ011WS,Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home,Laptop,27990,45,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
778,hp,HP Victus 15-fb0137AX,Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,73990,67,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
779,asus,Asus Vivobook 15 X515EA-EJ542WS,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,49490,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
780,dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,61990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
781,hp,HP ProBook 445 G8 7K2J8PA Business,AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS,Laptop,45899,63,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,dos,1
782,hp,HP Pavilion 15s-fq5190TU,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,68489,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
783,hp,HP Victus 15-fb0133AX,AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,63314,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,dedicated,FALSE,15.6,1920,1080,windows,1
784,asus,Asus Vivobook 16 2023 M1605YA-MB521WS,Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home,Laptop,48990,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,16,1920,1200,windows,1
785,lenovo,Lenovo V14 G3 82TSA01KIH,12th Gen Core i3/ 8GB/ 512GB SSD/ Dos,Laptop,31490,50,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,dos,1
786,hp,HP 14-ep0068TU,Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home,Laptop,38990,47,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
787,hp,HP Victus 15-fb0136AX,AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,64990,66,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
788,acer,Acer One 14 Z2-493 Business,AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11,Laptop,32890,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1366,768,windows,1
789,msi,MSI Katana 15 B12UDXK-1017IN,12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,91990,75,intel,core i7,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
790,msi,MSI Katana 15 B12UDXK-1019IN,12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,87990,75,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
791,acer,Acer One 14 Business Z2-493,Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11,Laptop,28999,53,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1366,768,windows,1
792,hp,HP 15s-fq3071TU,Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home,Laptop,29490,50,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15,1366,768,windows,1
793,hp,HP Victus 15-fb0135AX,AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,61990,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
794,asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS,Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home,Laptop,76990,64,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,FALSE,14,2880,1800,windows,1
795,dell,Dell G15-5530 Gaming 2023,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph,Gaming Laptop,149290,76,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
796,acer,Acer Aspire 5 A515-58P NX.KHJSI.001,13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Gaming Laptop,39990,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
797,hp,HP Pavilion 15-eg3027TU,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,75533,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
798,dell,DELL Inspiron 3530,13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home,Laptop,43000,52,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
799,dell,Dell G16-7630,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,187990,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
800,dell,Dell G15-5530,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph,Gaming Laptop,109990,73,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
801,dell,Dell G15-5530 2023,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph,Gaming Laptop,129990,75,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
802,dell,Dell G15-5530 GN553064GRM002ORB1,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph,Gaming Laptop,81402,69,intel,core i5,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
803,acer,Acer Aspire Vero AV14-52P NX.KJTSI.002,13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home,Laptop,49990,50,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
804,acer,Acer Aspire Vero AV14-52P NX.KJSSI.002,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,58269,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
805,acer,Acer Aspire 5 A515-58M NX.KHGSI.002,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Gaming Laptop,56490,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
806,acer,Acer Aspire 5 A515-58M NX.KHFSI.001,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Gaming Laptop,55900,50,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
807,hp,HP Pavilion x360 14-ek1020TU,13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11,Laptop,92070,71,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1080,windows,1
808,asus,Asus Vivobook 15X 2023 K3504VAB-NJ321WS,13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,39990,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
809,msi,MSI Stealth 17 Studio A13VG-029IN,13th Gen Core i7/ 16GB/ 2TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,279990,85,intel,core i7,14,20,16,SSD,2048,No secondary storage,0,nvidia,dedicated,FALSE,17.3,2560,1440,windows,2
810,asus,Asus TUF A15 FA577RM-HQ032WS,Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Laptop,104749,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2560,1440,windows,1
811,asus,Asus TUF Gaming F15 2023 FX507VU-LP083WS,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,126890,73,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
812,asus,Asus ROG Zephyrus G14 2023 GA402XV-N2034WS,AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,199990,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
813,asus,Asus TUF Gaming A15 2023 FA577XU-LP041WS,AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,131990,84,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
814,asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,133890,75,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
815,asus,Asus TUF Gaming A15 2023 FA577XV-HQ036WS,AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,154990,83,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2560,1440,windows,1
816,lenovo,Lenovo IdeaPad Slim 5 82FG01B3IN,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,52900,67,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
817,asus,Asus ROG Strix G16 2023 G614JU-N3221WS,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,144406,73,intel,core i5,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
818,asus,Asus TUF Gaming A15 FA577NU-LP082W,AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,Gaming Laptop,94990,77,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
819,asus,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS,AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph,Gaming Laptop,260990,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
820,asus,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS,AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,149990,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
821,asus,Asus TUF Gaming A17 FA777XU-HX026WS,AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,134990,80,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
822,asus,Asus Vivobook 15X OLED M3504YA-LK541WS,AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,60379,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
823,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00LWIN,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,52794,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
824,asus,Asus ROG Flow Z13 2023 GZ301VV-MU014WS,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,209890,73,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,TRUE,13.4,2560,1600,windows,1
825,asus,Asus TUF Gaming F15 2023 FX507VV-LP071WS,13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,154990,82,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
826,asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,69990,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
827,asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Laptop,84950,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
828,hp,HP Victus 15-fa0092TX,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,69990,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
829,acer,Acer Predator Helios 16 PH16-71,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,Gaming Laptop,143400,70,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
830,asus,Asus Vivobook Pro 15 OLED K6502VU-MA541WS,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Laptop,113401,75,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2880,1620,windows,1
831,dell,Dell Alienware x14 R2 2023,13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph,Gaming Laptop,225490,78,intel,core i7,10,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,14,2560,1600,windows,1
832,dell,Dell Alienware m16,13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph,Gaming Laptop,220990,83,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
833,hp,HP 15-hr0000TU,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,67400,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
834,hp,HP 15-hr0001TU,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,64990,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
835,msi,MSI Thin GF63 12UCX-269IN,12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,76990,69,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
836,msi,MSI Katana 15 B12UDXK-1006IN,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,72990,71,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
837,acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.003,AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,58990,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
838,hp,HP 15s-eq1580AU,AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,32990,58,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
839,hp,HP 15-fd0021TU,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,61490,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
840,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,105990,66,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,2880,1620,windows,1
841,msi,MSI Thin GF63 12VE-267IN,12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics,Gaming Laptop,86990,73,intel,core i5,8,12,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
842,asus,Asus Vivobook 16X 2023 K3605VC-MB951WS,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph,Laptop,111439,76,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
843,msi,MSI Stealth 16 Studio A13VG-030IN,13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,249990,86,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,2
844,asus,Asus Vivobook 14X 2023 K3405VF-LY541WS,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics,Laptop,76619,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,14,1920,1200,windows,1
845,acer,Acer Predator Helios Neo 16 PHN16-71 2023,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,142999,78,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
846,asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics,Laptop,93999,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,14,2880,1800,windows,1
847,asus,Asus Vivobook Pro 15 OLED K6502VU-MA951WS,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Laptop,161513,84,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2880,1620,windows,1
848,asus,Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Laptop,199990,71,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,TRUE,14.5,2880,1800,windows,1
849,hp,HP ProBook 440 G9 6J8T1PA,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,118000,75,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
850,hp,HP 15-fd0024TU,13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home,Laptop,79590,66,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
851,msi,MSI GF63 Thin 11SC-1298IN,11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph,Gaming Laptop,63990,71,intel,core i7,8,16,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
852,asus,Asus VivoBook 15 X515EA-EJ342WS,11th Gen Core i3/ 16GB/ 512GB SSD/ Win11,Laptop,35990,56,intel,core i3,2,4,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
853,hp,HP 15s-fy5002TU,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,52990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
854,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN,AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,63190,67,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
855,lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN,Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,81000,71,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
856,acer,Acer One 14 Z8-415,11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home,Laptop,39990,58,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
